Name,Package URL,Github,ecosystem,Mean,Median,Range,q1,q2,q3,Std
copy-webpack-plugin,https://www.npmjs.com/package/copy-webpack-plugin,https://github.com/webpack-contrib/copy-webpack-plugin,npm,5.945454545454545,1,77,1,1,2,14.447923011244315
browserify,https://www.npmjs.com/package/browserify,https://github.com/browserify/browserify,npm,0,0,0,0,0,0,0
caniuse-lite,https://www.npmjs.com/package/caniuse-lite,https://github.com/browserslist/caniuse-lite,npm,0,0,0,0,0,0,0
merge2,https://www.npmjs.com/package/merge2,https://github.com/teambition/merge2,npm,0,0,0,0,0,0,0
mustache,https://www.npmjs.com/package/mustache,https://github.com/janl/mustache.js,npm,0,0,0,0,0,0,0
eslint-config-airbnb-base,https://www.npmjs.com/package/eslint-config-airbnb-base,https://github.com/airbnb/javascript,npm,11.19,2,582,2,2,3,59.95226351022953
hosted-git-info,https://www.npmjs.com/package/hosted-git-info,https://github.com/npm/hosted-git-info,npm,0,0,0,0,0,0,0
normalize-package-data,https://www.npmjs.com/package/normalize-package-data,https://github.com/npm/normalize-package-data,npm,0,0,0,0,0,0,0
bcrypt,https://www.npmjs.com/package/bcrypt,https://github.com/kelektiv/node.bcrypt.js,npm,0,0,0,0,0,0,0
interpret,https://www.npmjs.com/package/interpret,https://github.com/gulpjs/interpret,npm,3.892857142857143,1,71,1,1,1,13.159296783519046
log-update,https://www.npmjs.com/package/log-update,https://github.com/sindresorhus/log-update,npm,3.8125,1,40,1,1,2,9.632099654280992
to-regex-range,https://www.npmjs.com/package/to-regex-range,https://github.com/micromatch/to-regex-range,npm,0,0,0,0,0,0,0
eslint-plugin-jest,https://www.npmjs.com/package/eslint-plugin-jest,https://github.com/jest-community/eslint-plugin-jest,npm,0,0,0,0,0,0,0
concurrently,https://www.npmjs.com/package/concurrently,https://github.com/open-cli-tools/concurrently,npm,6.21875,1,168,1,1,1,24.150872622692123
word-wrap,https://www.npmjs.com/package/word-wrap,https://github.com/jonschlinkert/word-wrap,npm,0,0,0,0,0,0,0
concat-map,https://www.npmjs.com/package/concat-map,https://github.com/ljharb/concat-map,npm,15,15,0,15,15,15,0
@babel/plugin-proposal-class-properties,https://www.npmjs.com/package/%40babel%2Fplugin-proposal-class-properties,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521843
npm-run-path,https://www.npmjs.com/package/npm-run-path,https://github.com/sindresorhus/npm-run-path,npm,0,0,0,0,0,0,0
esutils,https://www.npmjs.com/package/esutils,https://github.com/estools/esutils,npm,0,0,0,0,0,0,0
update-notifier,https://www.npmjs.com/package/update-notifier,https://github.com/yeoman/update-notifier,npm,0,0,0,0,0,0,0
pino,https://www.npmjs.com/package/pino,https://github.com/pinojs/pino,npm,0,0,0,0,0,0,0
content-disposition,https://www.npmjs.com/package/content-disposition,https://github.com/jshttp/content-disposition,npm,0,0,0,0,0,0,0
cron,https://www.npmjs.com/package/cron,https://github.com/kelektiv/node-cron,npm,4.930555555555555,1,205,1,1,2,24.03315209645539
uri-js,https://www.npmjs.com/package/uri-js,https://github.com/garycourt/uri-js,npm,6.444444444444445,1,43,1,1,2,13.367548691689564
http-proxy-agent,https://www.npmjs.com/package/http-proxy-agent,https://github.com/TooTallNate/proxy-agents,npm,11.3,1,185,1,1,2,40.14486268503107
range-parser,https://www.npmjs.com/package/range-parser,https://github.com/jshttp/range-parser,npm,0,0,0,0,0,0,0
pretty-error,https://www.npmjs.com/package/pretty-error,https://github.com/AriaMinaei/pretty-error,npm,11,1,79,1,1,1,24.63511495586917
extract-zip,https://www.npmjs.com/package/extract-zip,https://github.com/maxogden/extract-zip,npm,0,0,0,0,0,0,0
object.assign,https://www.npmjs.com/package/object.assign,https://github.com/ljharb/object.assign,npm,0,0,0,0,0,0,0
negotiator,https://www.npmjs.com/package/negotiator,https://github.com/jshttp/negotiator,npm,0,0,0,0,0,0,0
path-parse,https://www.npmjs.com/package/path-parse,https://github.com/jbgutierrez/path-parse,npm,0,0,0,0,0,0,0
path-type,https://www.npmjs.com/package/path-type,https://github.com/sindresorhus/path-type,npm,3.2857142857142856,1,14,1,1,3,4.831867007225076
babel-runtime,https://www.npmjs.com/package/babel-runtime,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521842
ts-loader,https://www.npmjs.com/package/ts-loader,https://github.com/TypeStrong/ts-loader,npm,11.08,1,542,1,1,2,58.94144212691101
http-server,https://www.npmjs.com/package/http-server,https://github.com/http-party/http-server,npm,0,0,0,0,0,0,0
magic-string,https://www.npmjs.com/package/magic-string,https://github.com/rich-harris/magic-string,npm,0,0,0,0,0,0,0
socket.io-client,https://www.npmjs.com/package/socket.io-client,https://github.com/socketio/socket.io-client,npm,0,0,0,0,0,0,0
vary,https://www.npmjs.com/package/vary,https://github.com/jshttp/vary,npm,108,215,214,1,215,215,107
simple-git,https://www.npmjs.com/package/simple-git,https://github.com/steveukx/git-js,npm,0,0,0,0,0,0,0
decimal.js,https://www.npmjs.com/package/decimal.js,https://github.com/MikeMcl/decimal.js,npm,7.473684210526316,1,118,1,1,1,26.296624600392374
next,https://www.npmjs.com/package/next,https://github.com/vercel/next.js,npm,118.58,26,2597,13,26,80,346.5505498480705
history,https://www.npmjs.com/package/history,https://github.com/remix-run/history,npm,0,0,0,0,0,0,0
npm-run-all,https://www.npmjs.com/package/npm-run-all,https://github.com/mysticatea/npm-run-all,npm,0,0,0,0,0,0,0
ci-info,https://www.npmjs.com/package/ci-info,https://github.com/watson/ci-info,npm,0,0,0,0,0,0,0
neo-async,https://www.npmjs.com/package/neo-async,https://github.com/suguru03/neo-async,npm,0,0,0,0,0,0,0
dedent,https://www.npmjs.com/package/dedent,https://github.com/dmnd/dedent,npm,6.333333333333333,2,27,1,2,4,9.741092797468305
i18next,https://www.npmjs.com/package/i18next,https://github.com/i18next/i18next,npm,0,0,0,0,0,0,0
parse-json,https://www.npmjs.com/package/parse-json,https://github.com/sindresorhus/parse-json,npm,3.75,1,33,1,1,1,9.12071817347735
common-tags,https://www.npmjs.com/package/common-tags,https://github.com/zspecza/common-tags,npm,0,0,0,0,0,0,0
cookie-signature,https://www.npmjs.com/package/cookie-signature,https://github.com/visionmedia/node-cookie-signature,npm,0,0,0,0,0,0,0
react-native,https://www.npmjs.com/package/react-native,https://github.com/facebook/react-native,npm,167.96,78,1266,51,78,165,215.89057042863172
fs.realpath,https://www.npmjs.com/package/fs.realpath,https://github.com/isaacs/fs.realpath,npm,10,10,0,10,10,10,0
fill-range,https://www.npmjs.com/package/fill-range,https://github.com/jonschlinkert/fill-range,npm,0,0,0,0,0,0,0
terser,https://www.npmjs.com/package/terser,https://github.com/terser/terser,npm,0,0,0,0,0,0,0
connect-history-api-fallback,https://www.npmjs.com/package/connect-history-api-fallback,https://github.com/bripkens/connect-history-api-fallback,npm,6.25,1,60,1,1,2,16.5182979349165
express-validator,https://www.npmjs.com/package/express-validator,https://github.com/express-validator/express-validator,npm,0,0,0,0,0,0,0
shebang-regex,https://www.npmjs.com/package/shebang-regex,https://github.com/sindresorhus/shebang-regex,npm,3.5,1,10,1,1,11,4.330127018922194
ansi-colors,https://www.npmjs.com/package/ansi-colors,https://github.com/doowb/ansi-colors,npm,0,0,0,0,0,0,0
event-stream,https://www.npmjs.com/package/event-stream,https://github.com/dominictarr/event-stream,npm,8.46875,1,216,1,1,2,37.47247687887071
shebang-command,https://www.npmjs.com/package/shebang-command,https://github.com/kevva/shebang-command,npm,0,0,0,0,0,0,0
util-deprecate,https://www.npmjs.com/package/util-deprecate,https://github.com/TooTallNate/util-deprecate,npm,3.5,6,5,1,6,6,2.5
bcryptjs,https://www.npmjs.com/package/bcryptjs,https://github.com/dcodeIO/bcrypt.js,npm,7.6,1,66,1,1,1,19.8
highlight.js,https://www.npmjs.com/package/highlight.js,https://github.com/highlightjs/highlight.js,npm,0,0,0,0,0,0,0
stylelint,https://www.npmjs.com/package/stylelint,https://github.com/stylelint/stylelint,npm,0,0,0,0,0,0,0
dotenv-expand,https://www.npmjs.com/package/dotenv-expand,https://github.com/motdotla/dotenv-expand,npm,4.454545454545454,2,50,1,2,3,10.285591301901514
antd,https://www.npmjs.com/package/antd,https://github.com/ant-design/ant-design,npm,186.18,31,8334,17,31,71,855.0582948548009
codemirror,https://www.npmjs.com/package/codemirror,https://github.com/codemirror/basic-setup,npm,58,58,0,58,58,58,0
loose-envify,https://www.npmjs.com/package/loose-envify,https://github.com/zertosh/loose-envify,npm,6,1,25,1,1,1,10
is-plain-obj,https://www.npmjs.com/package/is-plain-obj,https://github.com/sindresorhus/is-plain-obj,npm,0,0,0,0,0,0,0
karma,https://www.npmjs.com/package/karma,https://github.com/karma-runner/karma,npm,20.36,3,933,2,3,5,98.209421136671
tsconfig-paths,https://www.npmjs.com/package/tsconfig-paths,https://github.com/dividab/tsconfig-paths,npm,7.333333333333333,1,237,1,1,1,34.552697273713505
eslint-scope,https://www.npmjs.com/package/eslint-scope,https://github.com/eslint/eslint-scope,npm,7.282051282051282,2,161,1,2,4,25.333618808730982
warning,https://www.npmjs.com/package/warning,https://github.com/BerkeleyTrue/warning,npm,0,0,0,0,0,0,0
node-notifier,https://www.npmjs.com/package/node-notifier,https://github.com/mikaelbr/node-notifier,npm,0,0,0,0,0,0,0
tailwindcss,https://www.npmjs.com/package/tailwindcss,https://github.com/tailwindlabs/tailwindcss,npm,43.12,3,2240,2,3,5,232.0237177531642
mini-css-extract-plugin,https://www.npmjs.com/package/mini-css-extract-plugin,https://github.com/webpack-contrib/mini-css-extract-plugin,npm,0,0,0,0,0,0,0
clsx,https://www.npmjs.com/package/clsx,https://github.com/lukeed/clsx,npm,0,0,0,0,0,0,0
yarn,https://www.npmjs.com/package/yarn,https://github.com/yarnpkg/yarn,npm,17.27,4,338,3,4,8,48.407407491002864
ts-jest,https://www.npmjs.com/package/ts-jest,https://github.com/kulshekhar/ts-jest,npm,0,0,0,0,0,0,0
fsevents,https://www.npmjs.com/package/fsevents,https://github.com/fsevents/fsevents,npm,0,0,0,0,0,0,0
traverse,https://www.npmjs.com/package/traverse,https://github.com/ljharb/js-traverse,npm,0,0,0,0,0,0,0
assert,https://www.npmjs.com/package/assert,https://github.com/browserify/commonjs-assert,npm,0,0,0,0,0,0,0
proxy-addr,https://www.npmjs.com/package/proxy-addr,https://github.com/jshttp/proxy-addr,npm,60.8,1,298,1,1,2,119.10062972125714
levn,https://www.npmjs.com/package/levn,https://github.com/gkz/levn,npm,13.666666666666666,5,34,1,5,35,15.173075568988057
picomatch,https://www.npmjs.com/package/picomatch,https://github.com/micromatch/picomatch,npm,0,0,0,0,0,0,0
is-glob,https://www.npmjs.com/package/is-glob,https://github.com/micromatch/is-glob,npm,0,0,0,0,0,0,0
@testing-library/user-event,https://www.npmjs.com/package/%40testing-library%2Fuser-event,https://github.com/testing-library/user-event,npm,7.301075268817204,1,184,1,1,2,28.18631748681358
fast-xml-parser,https://www.npmjs.com/package/fast-xml-parser,https://github.com/NaturalIntelligence/fast-xml-parser,npm,10.301369863013699,1,622,1,1,2,72.24344022579297
arrify,https://www.npmjs.com/package/arrify,https://github.com/sindresorhus/arrify,npm,0,0,0,0,0,0,0
arg,https://www.npmjs.com/package/arg,https://github.com/vercel/arg,npm,0,0,0,0,0,0,0
@babel/plugin-transform-runtime,https://www.npmjs.com/package/%40babel%2Fplugin-transform-runtime,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521843
randombytes,https://www.npmjs.com/package/randombytes,https://github.com/crypto-browserify/randombytes,npm,6,2,18,1,2,12,7.023769168568493
config,https://www.npmjs.com/package/config,https://github.com/node-config/node-config,npm,0,0,0,0,0,0,0
webpack-hot-middleware,https://www.npmjs.com/package/webpack-hot-middleware,https://github.com/webpack-contrib/webpack-hot-middleware,npm,0,0,0,0,0,0,0
node-gyp,https://www.npmjs.com/package/node-gyp,https://github.com/nodejs/node-gyp,npm,0,0,0,0,0,0,0
@testing-library/react,https://www.npmjs.com/package/%40testing-library%2Freact,https://github.com/testing-library/react-testing-library,npm,0,0,0,0,0,0,0
js-beautify,https://www.npmjs.com/package/js-beautify,https://github.com/beautify-web/js-beautify,npm,20.82,3,1067,2,3,5,114.54783978757521
cssnano,https://www.npmjs.com/package/cssnano,https://github.com/cssnano/cssnano,npm,0,0,0,0,0,0,0
@testing-library/jest-dom,https://www.npmjs.com/package/%40testing-library%2Fjest-dom,https://github.com/testing-library/jest-dom,npm,2.6744186046511627,1,45,1,1,1,6.890238900345902
on-headers,https://www.npmjs.com/package/on-headers,https://github.com/jshttp/on-headers,npm,0,0,0,0,0,0,0
validate-npm-package-name,https://www.npmjs.com/package/validate-npm-package-name,https://github.com/npm/validate-npm-package-name,npm,5.25,2,22,1,2,6,7.066647012551285
resolve-url-loader,https://www.npmjs.com/package/resolve-url-loader,https://github.com/bholloway/resolve-url-loader,npm,0,0,0,0,0,0,0
lodash.isequal,https://www.npmjs.com/package/lodash.isequal,https://github.com/lodash/lodash,npm,0,0,0,0,0,0,0
file-saver,https://www.npmjs.com/package/file-saver,https://github.com/eligrey/FileSaver.js,npm,4.927272727272728,1,130,1,1,2,18.133699963883966
colorette,https://www.npmjs.com/package/colorette,https://github.com/jorgebucaran/colorette,npm,0,0,0,0,0,0,0
react-bootstrap,https://www.npmjs.com/package/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,npm,31,3,580,2,3,8,85.84649090090986
tar-stream,https://www.npmjs.com/package/tar-stream,https://github.com/mafintosh/tar-stream,npm,0,0,0,0,0,0,0
yamljs,https://www.npmjs.com/package/yamljs,https://github.com/jeremyfa/yaml.js,npm,0,0,0,0,0,0,0
is-binary-path,https://www.npmjs.com/package/is-binary-path,https://github.com/sindresorhus/is-binary-path,npm,0,0,0,0,0,0,0
cli-table,https://www.npmjs.com/package/cli-table,https://github.com/Automattic/cli-table,npm,0,0,0,0,0,0,0
url-join,https://www.npmjs.com/package/url-join,https://github.com/jfromaniello/url-join,npm,0,0,0,0,0,0,0
setprototypeof,https://www.npmjs.com/package/setprototypeof,https://github.com/wesleytodd/setprototypeof,npm,0,0,0,0,0,0,0
enquirer,https://www.npmjs.com/package/enquirer,https://github.com/enquirer/enquirer,npm,0,0,0,0,0,0,0
minipass,https://www.npmjs.com/package/minipass,https://github.com/isaacs/minipass,npm,0,0,0,0,0,0,0
eslint-plugin-promise,https://www.npmjs.com/package/eslint-plugin-promise,https://github.com/eslint-community/eslint-plugin-promise,npm,6.675,2,67,1,2,3,13.941641761284787
boto3,https://pypi.org/project/boto3/,https://github.com/boto/boto3,pypi,34.39,1,2167,1,1,3,219.9342581318336
urllib3,https://pypi.org/project/urllib3/,https://github.com/urllib3/urllib3,pypi,27.57,6,664,4,6,15,83.32793709195015
requests,https://pypi.org/project/requests/,https://github.com/psf/requests,pypi,21.62,6,694,4,6,10,78.60938620800954
botocore,https://pypi.org/project/botocore/,https://github.com/boto/botocore,pypi,0,0,0,0,0,0,0
charset-normalizer,https://pypi.org/project/charset-normalizer/,https://github.com/Ousret/charset_normalizer,pypi,0,0,0,0,0,0,0
idna,https://pypi.org/project/idna/,https://github.com/kjd/idna,pypi,0,0,0,0,0,0,0
certifi,https://pypi.org/project/certifi/,https://github.com/certifi/python-certifi,pypi,0,0,0,0,0,0,0
setuptools,https://pypi.org/project/setuptools/,https://github.com/pypa/setuptools,pypi,94.42,20,4774,11,20,40,484.66669330582255
s3transfer,https://pypi.org/project/s3transfer/,https://github.com/boto/s3transfer,pypi,0,0,0,0,0,0,0
python-dateutil,https://pypi.org/project/python-dateutil/,https://github.com/dateutil/dateutil,pypi,9.52,2,532,1,2,4,53.386979686062034
typing-extensions,https://pypi.org/project/typing-extensions/,https://github.com/python/typing_extensions,pypi,4.741379310344827,1,77,1,1,2,12.656687403445558
six,https://pypi.org/project/six/,https://github.com/benjaminp/six,pypi,8.181818181818182,1,318,1,1,1,42.49153537485315
PyYAML,https://pypi.org/project/PyYAML/,https://github.com/yaml/pyyaml,pypi,0,0,0,0,0,0,0
google-api-core,https://pypi.org/project/google-api-core/,https://github.com/googleapis/python-api-core,pypi,0,0,0,0,0,0,0
cryptography,https://pypi.org/project/cryptography/,https://github.com/pyca/cryptography/,pypi,81.39,5,3050,3,5,15,409.5609574898466
wheel,https://pypi.org/project/wheel/,https://github.com/pypa/wheel/issues,pypi,12.061538461538461,1,305,1,1,3,48.406889822095785
numpy,https://pypi.org/project/numpy/,https://github.com/numpy/numpy,pypi,192.26,53,2172,25,53,143,389.0297320257155
packaging,https://pypi.org/project/packaging/,https://github.com/pypa/packaging,pypi,0,0,0,0,0,0,0
pip,https://pypi.org/project/pip/,https://github.com/pypa/pip,pypi,89.06,19,1744,11,19,53,221.15817054768743
jmespath,https://pypi.org/project/jmespath/,https://github.com/jmespath/jmespath.py,pypi,14,1,351,1,1,2,63.915893010348725
awscli,https://pypi.org/project/awscli/,https://github.com/aws/aws-cli,pypi,65.58,4,2151,2,4,9,259.3346941695233
importlib-metadata,https://pypi.org/project/importlib-metadata/,https://github.com/python/importlib_metadata,pypi,0,0,0,0,0,0,0
colorama,https://pypi.org/project/colorama/,https://github.com/tartley/colorama,pypi,0,0,0,0,0,0,0
pyasn1,https://pypi.org/project/pyasn1/,https://github.com/pyasn1/pyasn1,pypi,0,0,0,0,0,0,0
zipp,https://pypi.org/project/zipp/,https://github.com/jaraco/zipp,pypi,0,0,0,0,0,0,0
attrs,https://pypi.org/project/attrs/,https://github.com/python-attrs/attrs,pypi,0,0,0,0,0,0,0
PyJWT,https://pypi.org/project/PyJWT/,https://github.com/jpadilla/pyjwt,pypi,0,0,0,0,0,0,0
click,https://pypi.org/project/click/,https://github.com/pallets/click/,pypi,0,0,0,0,0,0,0
pycparser,https://pypi.org/project/pycparser/,https://github.com/eliben/pycparser,pypi,0,0,0,0,0,0,0
aiobotocore,https://pypi.org/project/aiobotocore/,https://github.com/aio-libs/aiobotocore,pypi,0,0,0,0,0,0,0
MarkupSafe,https://pypi.org/project/MarkupSafe/,https://github.com/pallets/markupsafe/,pypi,0,0,0,0,0,0,0
Jinja2,https://pypi.org/project/Jinja2/,https://github.com/pallets/jinja/,pypi,0,0,0,0,0,0,0
oauthlib,https://pypi.org/project/oauthlib/,https://github.com/oauthlib/oauthlib,pypi,0,0,0,0,0,0,0
googleapis-common-protos,https://pypi.org/project/googleapis-common-protos/,https://github.com/googleapis/python-api-common-protos,pypi,0,0,0,0,0,0,0
google-auth,https://pypi.org/project/google-auth/,https://github.com/googleapis/google-auth-library-python,pypi,0,0,0,0,0,0,0
requests-oauthlib,https://pypi.org/project/requests-oauthlib/,https://github.com/requests/requests-oauthlib,pypi,3.797979797979798,1,61,1,1,2,9.241955057915026
cachetools,https://pypi.org/project/cachetools/,https://github.com/tkem/cachetools/,pypi,28.88888888888889,1,248,1,1,2,77.82236817043234
wrapt,https://pypi.org/project/wrapt/,https://github.com/GrahamDumpleton/wrapt,pypi,0,0,0,0,0,0,0
pyparsing,https://pypi.org/project/pyparsing/,https://github.com/pyparsing/pyparsing/,pypi,20.884615384615383,1,904,1,1,2,124.00041157595372
jsonschema,https://pypi.org/project/jsonschema/,https://github.com/python-jsonschema/jsonschema,pypi,23.01063829787234,2,1727,1,2,4,177.08649735765027
tomli,https://pypi.org/project/tomli/,https://github.com/hukkin/tomli,pypi,21.583333333333332,1,126,1,1,10,43.964869182362214
pyarrow,https://pypi.org/project/pyarrow/,https://github.com/apache/arrow,pypi,115.23,44,1305,21,44,104,220.65896106888562
isodate,https://pypi.org/project/isodate/,https://github.com/gweis/isodate/,pypi,0,0,0,0,0,0,0
decorator,https://pypi.org/project/decorator/,https://github.com/micheles/decorator,pypi,0,0,0,0,0,0,0
psutil,https://pypi.org/project/psutil/,https://github.com/giampaolo/psutil,pypi,0,0,0,0,0,0,0
aiohttp,https://pypi.org/project/aiohttp/,https://github.com/aio-libs/aiohttp,pypi,0,0,0,0,0,0,0
pyasn1-modules,https://pypi.org/project/pyasn1-modules/,https://github.com/pyasn1/pyasn1-modules,pypi,29.75,5,121,1,5,102,47.77747900423378
platformdirs,https://pypi.org/project/platformdirs/,https://github.com/platformdirs/platformdirs,pypi,0,0,0,0,0,0,0
async-timeout,https://pypi.org/project/async-timeout/,https://github.com/aio-libs/async-timeout,pypi,0,0,0,0,0,0,0
soupsieve,https://pypi.org/project/soupsieve/,https://github.com/facelessuser/soupsieve,pypi,0,0,0,0,0,0,0
multidict,https://pypi.org/project/multidict/,https://github.com/aio-libs/multidict,pypi,21.361702127659573,1,377,1,1,2,71.4573003080548
pydantic,https://pypi.org/project/pydantic/,https://github.com/pydantic/pydantic,pypi,0,0,0,0,0,0,0
yarl,https://pypi.org/project/yarl/,https://github.com/aio-libs/yarl/,pypi,0,0,0,0,0,0,0
filelock,https://pypi.org/project/filelock/,https://github.com/tox-dev/py-filelock,pypi,0,0,0,0,0,0,0
Werkzeug,https://pypi.org/project/Werkzeug/,https://github.com/pallets/werkzeug/,pypi,0,0,0,0,0,0,0
pluggy,https://pypi.org/project/pluggy/,https://github.com/pytest-dev/pluggy,pypi,7.928571428571429,2,75,1,2,9,15.196166272706913
azure-core,https://pypi.org/project/azure-core/,https://github.com/Azure/azure-sdk-for-python/tree/main/sdk/core/azure-core,pypi,118.56,36,1952,18,36,109,258.54927267350797
tqdm,https://pypi.org/project/tqdm/,https://github.com/tqdm/tqdm,pypi,16.36,1,1208,1,1,2,121.35819049409068
greenlet,https://pypi.org/project/greenlet/,https://github.com/python-greenlet/greenlet/,pypi,12.8,1,320,1,1,3,50.05647719417447
scipy,https://pypi.org/project/scipy/,https://github.com/scipy/scipy,pypi,183.45,71,2126,36,71,169,322.8476846749872
lxml,https://pypi.org/project/lxml/,https://github.com/lxml/lxml,pypi,22.93,2,1927,1,2,4,191.53465769933126
grpcio,https://pypi.org/project/grpcio/,https://github.com/grpc/grpc,pypi,316.82,69,6237,37,69,258,765.33590507698
pytest,https://pypi.org/project/pytest/,https://github.com/pytest-dev/pytest,pypi,84.96,13,1936,8,13,25,291.11962901872494
Pillow,https://pypi.org/project/Pillow/,https://github.com/python-pillow/Pillow,pypi,99.39,8,3495,5,8,17,430.407153634788
importlib-resources,https://pypi.org/project/importlib-resources/,https://github.com/python/importlib_resources,pypi,18.057142857142857,1,429,1,1,2,72.29619348096229
pyOpenSSL,https://pypi.org/project/pyOpenSSL/,https://github.com/pyca/pyopenssl,pypi,0,0,0,0,0,0,0
pyrsistent,https://pypi.org/project/pyrsistent/,https://github.com/tobgu/pyrsistent/,pypi,0,0,0,0,0,0,0
frozenlist,https://pypi.org/project/frozenlist/,https://github.com/aio-libs/frozenlist,pypi,46.833333333333336,4,232,1,4,119,74.31670217536715
coverage,https://pypi.org/project/coverage/,https://github.com/nedbat/coveragepy,pypi,0,0,0,0,0,0,0
aiosignal,https://pypi.org/project/aiosignal/,https://github.com/aio-libs/aiosignal,pypi,58.25,30,194,1,30,183,76.91675695191523
chardet,https://pypi.org/project/chardet/,https://github.com/chardet/chardet,pypi,0,0,0,0,0,0,0
Pygments,https://pypi.org/project/Pygments/,https://github.com/pygments/pygments,pypi,40.47,9,1601,6,9,18,166.60068757361117
asn1crypto,https://pypi.org/project/asn1crypto/,https://github.com/wbond/asn1crypto,pypi,0,0,0,0,0,0,0
virtualenv,https://pypi.org/project/virtualenv/,https://github.com/pypa/virtualenv,pypi,0,0,0,0,0,0,0
tabulate,https://pypi.org/project/tabulate/,https://github.com/astanin/python-tabulate,pypi,0,0,0,0,0,0,0
iniconfig,https://pypi.org/project/iniconfig/,https://github.com/pytest-dev/iniconfig,pypi,0,0,0,0,0,0,0
websocket-client,https://pypi.org/project/websocket-client/,https://github.com/websocket-client/websocket-client/,pypi,0,0,0,0,0,0,0
Flask,https://pypi.org/project/Flask/,https://github.com/pallets/flask/,pypi,26.95,5,972,3,5,11,115.51522626909406
google-api-python-client,https://pypi.org/project/google-api-python-client/,https://github.com/googleapis/google-api-python-client/,pypi,0,0,0,0,0,0,0
requests-toolbelt,https://pypi.org/project/requests-toolbelt/,https://github.com/requests/toolbelt,pypi,0,0,0,0,0,0,0
tzdata,https://pypi.org/project/tzdata/,https://github.com/python/tzdata,pypi,47,93,92,1,93,93,46
google-cloud-core,https://pypi.org/project/google-cloud-core/,https://github.com/googleapis/python-cloud-core,pypi,10.72972972972973,1,115,1,1,10,21.813272241296122
exceptiongroup,https://pypi.org/project/exceptiongroup/,https://github.com/agronholm/exceptiongroup,pypi,0,0,0,0,0,0,0
itsdangerous,https://pypi.org/project/itsdangerous/,https://github.com/pallets/itsdangerous/,pypi,0,0,0,0,0,0,0
PyNaCl,https://pypi.org/project/PyNaCl/,https://github.com/pyca/pynacl/,pypi,0,0,0,0,0,0,0
azure-storage-blob,https://pypi.org/project/azure-storage-blob/,https://github.com/Azure/azure-sdk-for-python/tree/main/sdk/storage/azure-storage-blob,pypi,118.56,36,1952,18,36,109,258.54927267350797
google-cloud-storage,https://pypi.org/project/google-cloud-storage/,https://github.com/googleapis/python-storage,pypi,0,0,0,0,0,0,0
mypy-extensions,https://pypi.org/project/mypy-extensions/,https://github.com/python/mypy_extensions,pypi,2.7222222222222223,1,15,1,1,2,4.1069799062836045
Deprecated,https://pypi.org/project/Deprecated/,https://github.com/tantale/deprecated,pypi,14.5625,1,175,1,1,8,42.00144156752242
scikit-learn,https://pypi.org/project/scikit-learn/,https://github.com/scikit-learn/scikit-learn,pypi,190.85,60,1844,32,60,144,338.0187975542189
paramiko,https://pypi.org/project/paramiko/,https://github.com/paramiko/paramiko,pypi,21.32,2,1591,1,2,4,158.39664642914636
distlib,https://pypi.org/project/distlib/,https://github.com/pypa/distlib,pypi,42.714285714285715,1,1153,1,1,2,213.8699299545766
azure-common,https://pypi.org/project/azure-common/,https://github.com/Azure/azure-sdk-for-python,pypi,118.56,36,1952,18,36,109,258.54927267350797
bcrypt,https://pypi.org/project/bcrypt/,https://github.com/pyca/bcrypt/,pypi,15.392857142857142,1,197,1,1,3,41.00552165407055
msrest,https://pypi.org/project/msrest/,https://github.com/Azure/msrest-for-python,pypi,0,0,0,0,0,0,0
google-auth-oauthlib,https://pypi.org/project/google-auth-oauthlib/,https://github.com/GoogleCloudPlatform/google-auth-library-python-oauthlib,pypi,0,0,0,0,0,0,0
GitPython,https://pypi.org/project/GitPython/,https://github.com/gitpython-developers/GitPython,pypi,0,0,0,0,0,0,0
matplotlib,https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib,pypi,277.13,54,3705,31,54,157,655.7383571974419
google-resumable-media,https://pypi.org/project/google-resumable-media/,https://github.com/googleapis/google-resumable-media-python,pypi,13.352941176470589,1,240,1,1,11,40.75961261789967
msal,https://pypi.org/project/msal/,https://github.com/AzureAD/microsoft-authentication-library-for-python,pypi,29.523809523809526,1,548,1,1,2,116.44848403095068
wcwidth,https://pypi.org/project/wcwidth/,https://github.com/jquast/wcwidth,pypi,0,0,0,0,0,0,0
httplib2,https://pypi.org/project/httplib2/,https://github.com/httplib2/httplib2,pypi,0,0,0,0,0,0,0
smmap,https://pypi.org/project/smmap/,https://github.com/gitpython-developers/smmap,pypi,0,0,0,0,0,0,0
portalocker,https://pypi.org/project/portalocker/,https://github.com/WoLpH/portalocker,pypi,15.25,1,210,1,1,4,50.57852805291985
gitdb,https://pypi.org/project/gitdb/,https://github.com/gitpython-developers/gitdb,pypi,0,0,0,0,0,0,0
pymysql,https://pypi.org/project/pymysql/,https://github.com/PyMySQL/PyMySQL,pypi,0,0,0,0,0,0,0
sqlparse,https://pypi.org/project/sqlparse/,https://github.com/andialbrecht/sqlparse,pypi,13.186666666666667,1,581,1,1,3,69.23134036611518
