Name,Package URL,Github,ecosystem,id,number,userlogin,usertype,author_association,created_at,state,isGoodFirstLabelExists
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1567872316,1024,SukkaW,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1567870537,1023,SukkaW,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1565145290,1021,SukkaW,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1523298725,1016,Connormiha,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1265057299,1001,RyanZim,User,COLLABORATOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1225930776,994,KostiantynPopovych,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1189101470,991,BendingBender,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1178568352,990,francisconeves97,User,NONE,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1176988804,989,FreePhoenix888,User,NONE,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1157129503,986,rxliuli,User,NONE,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1154608675,985,sashashura,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1142066594,983,JoseLu-Dev,User,NONE,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1139539439,981,mtdvlpr,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1139528785,980,caugner,User,CONTRIBUTOR,closed,false
fs-extra,https://www.npmjs.com/package/fs-extra,https://github.com/jprichardson/node-fs-extra,npm,1138001649,978,RyanZim,User,COLLABORATOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1542590040,564,neverendingqs,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1524227834,553,boneskull,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1487863698,546,fALKENdk,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1390643404,534,nohehf,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1382308851,533,danez,User,NONE,open,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1351852587,528,scovetta,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1315264987,523,edi,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1308502640,520,isaacs,User,OWNER,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1272387820,513,bkjohnson,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1270376003,512,ryanblock,User,NONE,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1268816088,511,paularmstrong,User,NONE,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1261616800,507,nschonni,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1261609214,506,nschonni,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1261602255,505,nschonni,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1259134967,503,colinrotherham,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1257970314,502,jakeboone02,User,CONTRIBUTOR,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1257816442,500,isaacs,User,OWNER,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1257778426,499,isaacs,User,OWNER,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1257757004,498,isaacs,User,OWNER,closed,false
glob,https://www.npmjs.com/package/glob,https://github.com/isaacs/node-glob,npm,1198485740,489,isaacs,User,OWNER,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1581551747,6048,mnomanmemon,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1579643127,6046,DigitalBrainJS,User,COLLABORATOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1577793101,6042,miaSlady,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1577765376,6040,Youngemmy5956,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1577451929,6039,Youngemmy5956,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1577450516,6038,Youngemmy5956,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1577447593,6037,Youngemmy5956,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1577445098,6036,Youngemmy5956,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1576220560,6034,kloyaa,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1575563133,6032,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1575510170,6031,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1574317877,6030,habipakyol,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1573231548,6028,valentin-panov,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1572119984,6027,kaitoneedwater,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1571278116,6025,Yoda-Flash,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1569991876,6024,Yoda-Flash,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1568092138,6021,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1567893400,6018,eternityduck,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1567884045,6017,eternityduck,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1567878084,6016,eternityduck,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1563500111,6012,letohx,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1563496433,6011,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1562875745,6010,ytetsuro,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1557359931,6002,valentin-panov,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1556260909,6000,naman22a,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1555810121,5999,thejayhaykid,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1545599701,5987,ikonst,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1544733077,5983,Jibesh10101011,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1544704666,5982,Yugender025,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1543133512,5978,Swarga-codes,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1542863291,5976,tusharv01,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1542531782,5975,advaittrivedi1122,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1542516698,5974,advaittrivedi1122,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1542301315,5972,advaittrivedi1122,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1542193884,5971,Mukesh-ghildiyal,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1541900572,5970,TheShiveshNetwork,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1541538147,5966,arujjval,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1541193583,5964,sudhanshuku01,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1539698836,5961,shivamk23,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1539260169,5960,Akash9119,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1538689858,5959,vishal-sharma-369,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1538567042,5958,snehaa4,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1538420981,5957,Herik25,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1538217781,5956,Shivammishra1432,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1537767806,5954,AbhishekKumarMajumdar,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1537751451,5953,Hrx717,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1537697630,5952,Tejodeep2002,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1537430772,5949,Shivam-Batham,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536850256,5943,Harshdev098,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536776168,5942,shreenarayan123,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536685680,5941,PankajBaliyan,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536675563,5940,Hacxmr,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536674191,5939,Hacxmr,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536660543,5938,NitinRamnani,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536552001,5936,binarysenseii,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536520740,5935,ueokande,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536507213,5934,rajnish-prog,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536426251,5933,ueokande,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536175034,5932,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1536147400,5931,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1535799078,5930,DeepakkPatil,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1534915344,5928,mrosenbaum15,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1534523515,5926,WillianAgostini,User,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1533417559,5925,ikonst,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1531030680,5920,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1530961871,5919,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1528540845,5918,hbrls,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1527853210,5917,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1523087529,5908,dandv,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1518387259,5901,naronchen,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1517873243,5898,sourabh20905,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1517863633,5897,sourabh20905,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1511989352,5892,sfc-gh-pmotacki,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1509614056,5889,therealrinku,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1506186439,5887,DavidJDallas,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1497678784,5850,ericdowell,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490766207,5839,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490765796,5838,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490721853,5837,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490694218,5836,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490668906,5835,meyfa,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490255319,5832,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1490103536,5831,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1488630767,5830,talha4real,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1474680085,5823,haya573,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1472668663,5819,jaatinc,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1470407000,5816,fb-sean,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1467846882,5812,yoshitaka-ogata,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1461024698,5809,0o001,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1452333568,5801,JonHPC,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1448024511,5798,jasongwartz,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1447087792,5796,WillianAgostini,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1445982541,5792,Y-qwq,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1445251436,5791,Cadienvan,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1445250656,5790,Cadienvan,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1443552853,5788,JBudiman00,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1436050269,5781,Thore1954,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1434634026,5779,JedediahXu,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1434627300,5778,zaosoula,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1429618177,5772,Thore1954,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1429090202,5770,ShebangDog,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1426619657,5767,Me-Sunil,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1424788130,5766,WillianAgostini,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1421318928,5764,moh3n9595,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1416860076,5759,dfidalg0,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1413822289,5756,thebanjomatic,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1406969661,5755,hungtcs,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1406647798,5754,Jarred-Sumner,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1401100279,5752,zhyafe,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1399115249,5749,coudron,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1394883691,5743,lucascvarani,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1390530716,5740,HerHde,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1382327129,5732,denis-sav,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1381800242,5731,Rishi556,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1376327270,5729,k1de,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1371920445,5726,babblebey,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1362176275,5720,dependabot[bot],Bot,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1357013872,5715,HealGaren,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1353870857,5712,ly3xqhl8g9,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1346399084,5708,yasuf,User,COLLABORATOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1346332877,5707,WillianAgostini,User,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1337572039,5699,dependabot[bot],Bot,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1331488424,5687,hungtcs,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1331356355,5685,PinkChampagne17,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1331083458,5684,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1331060243,5683,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1327708902,5679,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1327630721,5678,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1327304221,5677,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1323149661,5670,npiyush97,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1320433733,5666,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1320327528,5665,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1320260839,5664,dependabot[bot],Bot,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1320194916,5663,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1318456717,5661,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1317616337,5658,WillianAgostini,User,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1311484039,5649,dependabot[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1307375620,5643,dependabot[bot],Bot,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1306225809,5639,dependabot[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1303570445,5634,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1303492321,5633,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1299402310,5628,WillianAgostini,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1295886704,5627,gligorkot,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1291200051,5621,npiyush97,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1291192016,5620,dependabot[bot],Bot,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1277816130,5605,lei-mu,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1274888580,5600,aslamanver,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1271719034,5595,adimit,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1270849861,5593,Christopher-md,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1264832195,5585,kkirsche,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1264495033,5584,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1263530356,5581,yasinpalizban,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1259463960,5575,brodo,User,NONE,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1255269166,5570,dependabot[bot],Bot,CONTRIBUTOR,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1250751427,5566,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1250741391,5565,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1250687397,5564,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1247239992,5560,AlbertoSadoc,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1246152802,5558,brodo,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1240656794,5551,tiborpilz,User,NONE,open,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1239940899,5548,lcysgsg,User,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1239443678,5546,github-actions[bot],Bot,CONTRIBUTOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1239386326,5545,DigitalBrainJS,User,COLLABORATOR,closed,false
axios,https://www.npmjs.com/package/axios,https://github.com/axios/axios,npm,1237724848,5542,DigitalBrainJS,User,COLLABORATOR,closed,false
